拠点名,DB名,郵便番号,住所,電話番号
鷲宮保育園子育て支援センターわしの子,全協,3400211,久喜市上内1446-1,
鷲宮児童館,全協,3400211,久喜市上内878,
鷲宮地域子育て支援センター,全協,3400217,久喜市鷲宮2-6-19,
やわた子育てひろば,全協,3400833,八潮市大字西袋1218番地2八潮幼稚園内,
楽習館子育てひろば,全協,3400816,八潮市中央2-4-4,
つどいの広場いちごサロン,全協,3410003,三郷市彦成2-122-1,
つどいの広場ばんびサロン,全協,3410004,三郷市上彦名870,
つどいの広場こあらサロン,全協,3410018,三郷市早稲田3-18-14,
つどいの広場ひよこサロン,全協,3410034,三郷市新和3-261-2,
八木郷子育て支援センター,全協,3410035,三郷市鷹野1-415,
つどいの広場ひだまり広場,全協,3410037,三郷市高州3-60-1,
三郷中央駅前子育て支援センターにこにこ,全協,3410038,三郷市中央1-2-1ｻﾞ･ﾗｲｵﾝｽﾞ三郷中央101号,
つどいの広場きりんサロン,全協,3410044,三郷市戸ヶ崎2-654,
つどいの広場すまいるサロン,全協,3410052,三郷市彦野1-161,
地域子育て支援センターちきんえっぐ,全協,3430002,越谷市大字平方3207-1,
越谷市地域子育て支援センターにこにこ,全協,3430006,越谷市大字北川崎729-1,
越谷市地域子育て支援センターおひさまの子,全協,3430023,越谷市東越谷8-180,
袋山保育園地域子育て支援センターたんぽぽ,全協,3430032,越谷市袋山1956-1,
おおたけ保育園地域子育て支援センターたけのこ,全協,3430034,越谷市大竹815-1,
越谷市子育てサロン児童館コスモス,全協,3430042,越谷市千間台東2-9,
松伏町地域子育て支援センター（北部）,全協,3430102,松伏町築比地674-2,
松伏町地域子育て支援センター（松伏）,全協,3430111,松伏町松伏2428-1,
越谷市地域子育て支援センター「ぽかぽか」,全協,3430804,越谷市南荻島330-1,
の～びるこどもの家保育園地域子育て支援センターおへその広場,全協,3430823,越谷市相模町3-220-1,
埼玉東萌保育園地域子育て支援センター「あおいとり」,全協,3430827,越谷市川柳町1-582-1,
さくら保育園地域子育て支援センターげんき,全協,3430828,越谷市ﾚｲｸﾀｳﾝ8-3-5,
越谷市子育てサロン児童館ヒマワリ,全協,3430842,越谷市蒲生旭町11-35,
認定こども園小牧地域子育て支援センター「こあら教室」,全協,3430844,越谷市大間野町5-147-1,
越谷市子育てサロンヴァリエ,全協,3430845,越谷市南越谷1-11-4 新越谷駅ﾋﾞﾙヴｧﾘｴ1階,
の～びる保育園地域子育て支援センターのびるば広場,全協,3430845,越谷市南越谷1-12-11ｲｰｽﾄｻﾝﾋﾞﾙ2-5階A,
南越谷保育園地域子育て支援センターすくすく,全協,3430851,越谷市七左町1-347,
認定こども園わかばの森 地域子育て支援センター森のひろば,全協,3430851,越谷市七左町2-152,
松沢保育園地域子育て支援センターきらきら,全協,3430856,越谷市谷中町2-88-4,
春日部第一児童ｾﾝﾀｰｴﾝｾﾞﾙﾄﾞｰﾑ,全協,3440004,春日部市牛島371-1,
さくらんぼ,全協,3440021,春日部市大場1644,
春日部市役所こども未来部保育課,全協,3448577,春日部市中央七丁目２番地１,
一ノ割自然保育園「わかたけ」,全協,3440031,春日部市一ﾉ割1138-1,
アートチャイルドケア春日部子育て支援センター「たんぽぽルーム」,全協,3440043,春日部市下蛭田243-4,
春日部子育て支援センター,全協,3440061,春日部市粕壁3-8-1,
Coccoルーム親子ひろばハーモニー会場,全協,3440063,春日部市緑町3-3-17春日部市男女共同参画推進ｾﾝﾀｰ内,
Coccoルーム親子ひろば春日部会場,全協,3440067,春日部市中央1-4-1ｺｰﾌﾟﾌﾟﾗｻﾞ春日部内,
庄和子育て支援センター,全協,3440112,春日部市西金野井256-1,
森の子育てひろば【すずらんＬＡＮＤ】,全協,3440115,春日部市米島71,
子育て支援すこやか,全協,3440115,春日部市米島93-2,
庄和児童センターｽﾏｲﾙしょうわ,全協,3440117,春日部市金崎839-1庄和総合支所2階 ,
泉子育て支援センター,全協,3450004,杉戸町宮前75-1,
地域子育て支援センター,全協,3450045,杉戸町高野台西1-4-1,
のびのびキッズルーム,全協,3450814,宮代町東668,
宮代町子育て支援センターげんきっ子,全協,3450834,宮代町国納102-1,
みやしろ保育園子育て支援センターきしゃぽっぽ,全協,3458504,宮代町笠原1-4-1,
子育てステーションクッキーこども広場,全協,3460003,久喜市久喜中央1-1-20ｸｯｷｰﾌﾟﾗｻﾞ3F,
久喜市つどいの広場,全協,3460005,久喜市本町2-5-1,
エンゼル保育園子育て支援センターリトルエンゼル,全協,3460013,久喜市青葉3-7,
児童センター,全協,3460014,久喜市吉羽1-40-14,
たから保育園子育て支援センターほほえみ,全協,3460014,久喜市吉羽2170-2,
久喜地域子育て支援センター,全協,3460014,久喜市吉羽692-1,
エンゼル東保育園子育て支援センターあけぼのランド,全協,3460016,久喜市久喜東1-16-12,
しょうぶ保育園子育て支援センターぽぴーるーむ,全協,3460106,久喜市菖蒲町菖蒲414-1,
おばやし保育園子育て支援センターいちご広場,全協,3460115,久喜市菖蒲町小林2848-1,
三俣第一保育園子育て支援センター,全協,3470011,加須市北小浜572,
花崎保育園子育て支援センター,全協,3470032,加須市花崎351,
愛の泉ふれあいホーム,全協,3470056,加須市土手2-15-57,
加須幼稚園子育て支援センター,全協,3470064,加須市東栄1丁目4-3,
加須保育園子育て支援センター,全協,3470066,加須市本町15-3,
吉川保育園子育て支援センターホップ,全協,3470105,加須市騎西352-2,
子育て支援センターなかよしひろば,全協,3480025,羽生市上手子林76-3,
子育て支援センターふたばくらぶ,全協,3480033,羽生市須影757,
子育て支援センターぷちToNe,全協,3480056,羽生市上川俣87,
子育て支援センターいずみっこくらぶ,全協,3480065,羽生市藤井下組1013-1,
黒浜保育園子育て支援センター,全協,3490101,蓮田市大字黒浜3119,
児童センター子育てひろば,全協,3490115,蓮田市蓮田2-182,
子育て支援センターしらゆり,全協,3490125,蓮田市御前橋1-5-5,
閏戸保育園子育て支援センター,全協,3490133,蓮田市大字閏戸3126-1,
つどいの広場・おひさま,全協,3490141,蓮田市西新宿3-84,
白岡市子育てサロン「ぷりちる」,全協,3490213,白岡市高岩2227-1,
白岡市子育て支援センター「はぴちる」,全協,3490215,白岡市千駄野445,
白岡市子育てサロン「らぶちる」,全協,3490218,白岡市白岡857-6,
子育て支援センター虹,全協,3490221,白岡市上野田1252-1,
栗橋保育園子育て支援センターくりぽん,全協,3491105,久喜市小右衛門1295-1,
栗橋地域子育て支援センター,全協,3491112,久喜市中里1048-1(栗橋ｺﾐｭﾆﾃｨｾﾝﾀｰ内),
さくらのもり保育園子育て支援センター森のひろば,全協,3491121,久喜市伊坂135,
おおしか保育園子育て支援センターばんびるーむ,全協,3491124,久喜市佐間1145,
大利根子育て支援センターぴっぴ,全協,3491132,加須市旗井1450-1,
北川辺保育所子育て支援センター,全協,3491205,加須市向古河2025-1,
伊佐沼すまいる保育園つどいの広場,全協,3500001,川越市古谷上2237-1,
星の子みのり保育園つどいの広場,全協,3500016,川越市木野目1526,
川島町役場子育て支援課,全協,3500192,川島町下八ツ林870-1,
三芳野児童センター,全協,3500204,坂戸市大字紺屋150-5,
坂戸市坂戸つどいの広場,全協,3500214,坂戸市千代田1-1-12,
千代田児童センター,全協,3500214,坂戸市千代田4-12-17,
坂戸市子育て支援センター,全協,3500228,坂戸市元町21-13,
大家児童センター,全協,3500242,坂戸市大字厚川238-1,
坂戸市入西つどいの広場,全協,3500262,坂戸市新堀159-1,
坂戸児童センター,全協,3500273,坂戸市芦山町23,
鳩山町つどいの広場（ぽっぽ）,全協,3500313,鳩山町松ヶ丘4-1-1,
ひばり子育て支援センター,全協,3500321,鳩山町大字赤沼1508,
子育て支援センターすくすく,全協,3500413,越生町大字如意98-2,
町立子育て支援センター,全協,3500466,毛呂山町大字平山1-47-3,
子ども課子育て支援係,全協,3500493,毛呂山町大字中央2-1,
マーガレット保育園つどいの広場,全協,3500806,川越市天沼新田54-6,
バンビ保育園つどいの広場,全協,3500807,川越市吉田1029,
名細保育園つどいの広場,全協,3500815,川越市鯨井1590-1,
紀秀会川越やまだ保育園つどいの広場,全協,3500822,川越市山田516-9,
芳野保育園つどいの広場,全協,3500836,川越市谷中32-5,
風の子第二保育園つどいの広場,全協,3500857,川越市松郷701-3,
風の子保育園つどいの広場,全協,3500857,川越市松郷715-1,
むさしの保育園つどいの広場,全協,3501101,川越市的場420-1,
おがやの里しもだ保育園つどいの広場,全協,3501104,川越市小ヶ谷366-1,
今成保育園つどいの広場,全協,3501105,川越市今成2-5-10,
大東市民センターつどいの広場,全協,3501118,川越市豊田本1881-1,
川越七歩保育園つどいの広場,全協,3501124,川越市新宿町3-20-1,
増美保育園つどいの広場,全協,3501131,川越市岸町3-28-1,
さくらんぼ保育園つどいの広場,全協,3501137,川越市砂新田6-12-8,
音羽の森保育園つどいの広場,全協,3501142,川越市藤間130-2,
慶櫻南台保育園つどいの広場,全協,3501165,川越市南台2-12-11,
ともいき保育園つどいの広場,全協,3501175,川越市笠幡1645-125,
笠幡菜の花保育園つどいの広場,全協,3501175,川越市笠幡731-1,
地域子育て支援センターちきんえっぐ,全協,3501203,日高市旭ヶ丘211-3,
地域子育て支援センターくるみ,全協,3501243,日高市大字新堀159,
狭山市総合子育て支援センター,全協,3501305,狭山市入間川1-3-1,
みつばさ愛育園子育て支援ｾﾝﾀｰ,全協,3501305,狭山市入間川3273-13,
子育てプレイス稲荷山,全協,3501305,狭山市入間川4-14-8 狭山市立中央児童館,
風の森みどり保育園子育て支援ｾﾝﾀｰﾊｰﾄぽっぽ,全協,3501305,狭山市入間川中向井沢1235-3,
堀兼みつばさ保育園子育て支援ｾﾝﾀｰ,全協,3501312,狭山市堀兼593-1,
子育てプレイス広瀬,全協,3501319,狭山市広瀬2-2-17,
子育てプレイス新狭山,全協,3501331,狭山市新狭山2-6-45横山ﾊｲﾂ1階,
子育てプレイス奥富,全協,3501332,狭山市下奥富1100,
鶴ヶ島子育てセンター,全協,3502200,鶴ヶ島市大字脚折1922-23 鶴ヶ島保育所内,
かこのこ子育てセンター「みけ＆みに」,全協,3502200,鶴ヶ島市大字五味ヶ谷179-1,
第二はちの巣子育てセンター,全協,3502214,鶴ヶ島市太田ヶ谷609-7,
さくらんぼ,全協,3510006,朝霞市仲町2-4-31,
ステップ子育て支援室,全協,3510011,朝霞市本町1-8-26,
めだか,全協,3510023,朝霞市溝沼2-10-24,
さくら子育て支援センター,全協,3510023,朝霞市大字溝沼435-1,
ときわ,全協,3510031,朝霞市宮戸3-10-45,
くれよん,全協,3510032,朝霞市田島2-4-11,
ちきんえっぐ,全協,3510033,朝霞市大字浜崎69-1,
きたはら子育て支援センター,全協,3510036,朝霞市北原2-8-11,
北子育て世代包括支援センター,全協,3510101,和光市白子3-29-10,
南子育て世代包括支援センター,全協,3510104,和光市南2-3-3,
中央子育て世代包括支援センター,全協,3510114,和光市本町31-6,
山びこ保育園地域子育て支援センター「山ゆり」,全協,3520004,新座市大和田4-18-53,
すこやか保育園地域子育て支援センター「のびのび」,全協,3520011,新座市野火止4-14-12,
みどりの丘の保育園地域子育て支援センター「グラン・マ」,全協,3520011,新座市野火止5-11-40,
白梅第二保育園地域子育て支援センター「あすなろ」,全協,3520011,新座市野火止7-3-29,
新座どろんこ保育園地域子育て支援センター「ちきんえっぐ」,全協,3520012,新座市畑中2-17-34,
竹の子保育園地域子育て支援センター「さわらび」,全協,3520014,新座市栄3-4-5,
光第二保育園地域子育て支援センター「りんご」,全協,3520031,新座市西堀1-3-15,
新堀保育園地域子育て支援センター「ぶんぶん」,全協,3520032,新座市新堀2-11-2,
横田保育園地域子育て支援センター「いちご」,全協,3520034,新座市野寺2-5-46,
けやきの森保育園栗原園地域子育て支援センター「どんぐり」,全協,3520035,新座市栗原1-6-4,
宗岡子育て支援センター,全協,3530001,志木市上宗岡1-5-1,
どろんこ子育て支援センター,全協,3530003,志木市下宗岡2-15-46,
いろは子育て支援センター,全協,3530004,志木市本町1-1-67,
